Groups,GC
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,high
9,mean
9,mean
10,high
10,high
10,high
10,mean
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,high
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,mean
10,low
11,high
11,high
11,mean
11,higher
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,high
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
11,mean
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
12,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,mean
13,mean
13,mean
13,mean
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
13,low
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,high
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,high
14,high
14,high
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,mean
14,low
14,low
14,low
14,low
15,high
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,high
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,high
15,high
15,high
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
15,mean
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,high
16,mean
16,mean
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,low
17,lower
17,lower
18,mean
18,mean
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,high
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
18,mean
