Cls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,genus_proteus,0.197674419,family_morganellaceae,0.154639175,genus_salmonella,1,class_gammaproteobacteria,1,family_enterobacteriaceae,1,phylum_pseudomonadota,1,class_betaproteobacteria,0.102620087,family_neisseriaceae,0.033783784,genus_shigella,1,order_enterobacterales,1,genus_enterobacter,0.29445823,order_aeromonadales,0.142259414,genus_aeromonas,0.142259414,family_hafniaceae,0.333333333,family_aeromonadaceae,0.142259414,genus_citrobacter,0.81372549,genus_escherichia,1,genus_klebsiella,1,genus_neisseria,0.027210884,order_neisseriales,0.046052632,genus_edwardsiella,0.317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,genus_cronobacter,0.888888889,family_yersiniaceae,1,genus_phytobacter,0.777777778,genus_salmonella,0.134874759,family_bacillaceae,0.09030837,order_bacillales,0.063105056,class_gammaproteobacteria,1,family_enterobacteriaceae,1,phylum_pseudomonadota,1,genus_serratia,1,genus_shigella,0.102189781,class_bacilli,0.050336646,genus_kluyvera,0.714285714,order_enterobacterales,1,genus_enterobacter,1,order_aeromonadales,0.142259414,genus_aeromonas,0.142259414,genus_citrobacter,1,family_aeromonadaceae,0.142259414,genus_escherichia,0.434712084,genus_klebsiella,1,phylum_bacillota,0.053255349,genus_bacillus,0.091623037,genus_raoultella,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,genus_proteus,1,genus_phytobacter,1,family_morganellaceae,1,family_pseudomonadaceae,0.299595142,order_vibrionales,1,genus_salmonella,1,genus_mixta,1,family_corynebacteriaceae,0.473684211,family_erwiniaceae,0.397790055,genus_serratia,0.803149606,genus_corynebacterium,0.473684211,genus_vibrio,1,class_bacilli,0.050336646,genus_kluyvera,0.714285714,family_shewanellaceae,1,family_hafniaceae,1,genus_klebsiella,1,class_actinomycetes,0.202941176,genus_raoultella,0.957264957,genus_edwardsiella,1,phylum_actinomycetota,0.204081633,genus_plesiomonas,1,genus_shewanella,1,class_gammaproteobacteria,1,family_pectobacteriaceae,0.636363637,genus_enterobacter,1,order_aeromonadales,1,genus_aeromonas,1,phylum_bacillota,0.053255349,phylum_thermodesulfobacteriota,0.4,order_pseudomonadales,0.306451613,genus_bacillus,0.091623037,order_moraxellales,1,genus_providencia,1,family_yersiniaceae,0.533333333,genus_pantoea,0.232876712,genus_desulfovibrio,0.5,family_vibrionaceae,1,order_desulfovibrionales,0.4,family_enterobacteriaceae,1,genus_moellerella,0.470588235,phylum_pseudomonadota,1,genus_shigella,1,genus_yersinia,0.064356436,class_desulfovibrionia,0.4,genus_citrobacter,1,genus_photobacterium,0.333333333,genus_acinetobacter,1,family_moraxellaceae,1,order_mycobacteriales,0.185365854,family_bacillaceae,0.09030837,order_bacillales,0.063105056,genus_leclercia,1,genus_pseudomonas,0.292887029,order_enterobacterales,1,genus_pectobacterium,0.833333333,family_aeromonadaceae,1,genus_escherichia,1,family_desulfovibrionaceae,0.4,order_alteromonadales,1
3,genus_phytobacter,1,family_morganellaceae,0.30927835,genus_morganella,0.666666667,family_pseudomonadaceae,0.149797571,genus_salmonella,1,family_corynebacteriaceae,0.947368421,family_erwiniaceae,1,class_betaproteobacteria,0.102620087,genus_serratia,1,genus_corynebacterium,0.947368421,class_bacilli,0.050336646,genus_kluyvera,1,family_hafniaceae,1,genus_klebsiella,1,class_actinomycetes,0.405882353,genus_raoultella,1,genus_edwardsiella,0.317073171,phylum_actinomycetota,0.408163265,genus_superficieibacter,1,class_gammaproteobacteria,1,genus_erwinia,0.625,family_pectobacteriaceae,0.636363637,genus_enterobacter,1,order_aeromonadales,0.142259414,genus_aeromonas,0.142259414,phylum_bacillota,0.053255349,order_pseudomonadales,0.153225806,genus_bacillus,0.091623037,genus_providencia,0.197368421,genus_cronobacter,0.888888889,family_yersiniaceae,0.933333333,genus_pantoea,0.698630137,family_enterobacteriaceae,1,phylum_pseudomonadota,1,genus_shigella,0.613138686,family_burkholderiaceae,0.108433735,genus_citrobacter,1,order_burkholderiales,0.130872483,genus_hafnia,1,order_mycobacteriales,0.370731707,family_bacillaceae,0.09030837,order_bacillales,0.063105056,genus_leclercia,1,genus_pseudomonas,0.146443515,order_enterobacterales,1,genus_pectobacterium,0.833333333,genus_burkholderia,0.090909091,family_aeromonadaceae,0.142259414,genus_escherichia,1,genus_kosakonia,0.714285714,,,,,,,,,,,,,,,,,,,,
4,phylum_pseudomonadota,1,genus_salmonella,1,genus_shigella,1,genus_citrobacter,0.27124183,genus_escherichia,1,genus_klebsiella,0.566267094,class_gammaproteobacteria,1,family_enterobacteriaceae,1,order_enterobacterales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,family_yersiniaceae,0.133333333,genus_proteus,0.197674419,family_morganellaceae,0.154639175,genus_enterococcus,0.068014706,genus_salmonella,0.854206808,class_gammaproteobacteria,1,family_enterobacteriaceae,1,phylum_pseudomonadota,1,genus_shigella,1,genus_serratia,0.267716535,order_lactobacillales,0.126123514,class_bacilli,0.151009939,order_enterobacterales,1,genus_enterobacter,1,family_enterococcaceae,0.077710843,genus_citrobacter,0.949346405,genus_escherichia,1,genus_klebsiella,1,phylum_bacillota,0.159766046,genus_raoultella,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,family_sphingobacteriaceae,0.8,order_sphingobacteriales,0.8,genus_enterococcus,0.022671569,genus_macrococcus,0.14516129,order_xanthomonadales,0.070588235,order_bacillales,1,family_staphylococcaceae,1,class_gammaproteobacteria,0.023213928,genus_mammaliicoccus,1,phylum_pseudomonadota,0.029254712,order_lactobacillales,0.042041171,genus_rhodanobacter,1,class_bacilli,1,class_sphingobacteriia,0.8,family_enterococcaceae,0.025903614,phylum_bacteroidota,0.119341564,genus_sphingobacterium,0.75,family_rhodanobacteraceae,1,phylum_bacillota,1,genus_staphylococcus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,genus_cronobacter,0.222222222,genus_lelliottia,1,family_yersiniaceae,0.266666667,genus_proteus,1,genus_pantoea,0.465753425,family_morganellaceae,1,genus_siccibacter,1,genus_morganella,1,genus_salmonella,0.764290302,class_gammaproteobacteria,1,family_enterobacteriaceae,1,family_erwiniaceae,0.397790055,phylum_pseudomonadota,1,genus_leclercia,1,genus_shigella,0.817518248,genus_serratia,0.535433071,genus_metakosakonia,1,order_enterobacterales,1,genus_enterobacter,1,order_aeromonadales,0.142259414,genus_aeromonas,0.142259414,family_hafniaceae,0.333333333,family_aeromonadaceae,0.142259414,genus_citrobacter,1,genus_escherichia,1,genus_klebsiella,1,genus_raoultella,1,genus_edwardsiella,0.317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,genus_anaerococcus,1,family_yersiniaceae,0.133333333,phylum_actinomycetota,0.204081633,order_mycobacteriales,0.185365854,genus_salmonella,1,family_bacillaceae,0.09030837,order_bacillales,0.063105056,class_gammaproteobacteria,1,family_peptoniphilaceae,1,family_enterobacteriaceae,1,family_corynebacteriaceae,0.473684211,phylum_pseudomonadota,1,genus_shigella,1,genus_serratia,0.267716535,genus_corynebacterium,0.473684211,class_bacilli,0.050336646,class_tissierellia,1,order_enterobacterales,1,order_tissierellales,1,family_hafniaceae,0.333333333,genus_escherichia,1,genus_klebsiella,0.457369576,phylum_bacillota,0.106510697,class_actinomycetes,0.202941176,genus_bacillus,0.091623037,genus_edwardsiella,0.317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,family_morganellaceae,0.154639175,genus_morganella,0.666666667,class_gammaproteobacteria,1,family_enterobacteriaceae,1,phylum_pseudomonadota,1,order_enterobacterales,1,genus_enterobacter,0.58891646,genus_citrobacter,1,genus_escherichia,0.173884834,genus_klebsiella,1,genus_raoultella,0.239316239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
